id,gender,age,occupation,zip
4743,1,7,14,63122
4744,1,6,16,12740
4745,2,2,5,06268
4746,1,6,2,19087
4747,1,2,5,26201
4748,1,5,17,60302
4749,1,5,1,23462
4750,2,3,1,91107
4751,1,6,16,02474
4752,2,2,5,94121
4753,1,7,2,03825
4754,2,2,1,91107
4755,2,7,8,93060
4756,1,7,17,55901
4757,1,4,18,23451
4758,2,7,14,03261
4759,2,6,1,04259
4760,1,4,18,06110
4761,1,2,16,21042
4762,2,3,15,94110
4763,1,7,12,04259
4764,1,1,11,03608
4765,2,4,17,03301
4766,1,4,17,10014
4767,2,4,10,03769
4768,1,3,5,22030
4769,1,3,2,02571
4770,2,4,8,10012
4771,2,3,5,04101
4772,1,7,18,03801
4773,1,5,2,22314
4774,1,5,15,07458
4775,1,3,18,23462
4776,2,3,4,46227
4777,1,3,3,46142
4778,1,3,1,46227
4779,1,5,4,04011
4780,1,3,13,94114
4781,2,6,7,04086
4782,1,5,2,78212
4783,1,3,1,60618
4784,2,4,7,48105
4785,2,3,15,55104
4786,1,5,7,22630
4787,1,1,12,94610
4788,1,4,8,85331
4789,1,4,3,55104
4790,2,3,3,94133
4791,1,2,5,55116
4792,2,6,8,94123
4793,2,3,7,48108
4794,2,4,1,46142
4795,1,5,17,10962
4796,1,4,8,98103
4797,2,4,18,84067
4798,1,3,2,19335
4799,2,2,5,02809
4800,1,2,5,80521
4801,1,3,5,30349
4802,1,7,2,40601
4803,2,3,17,45750
4804,2,4,2,44107
4805,1,4,2,45750
4806,1,3,18,90031
4807,1,1,3,04101
4808,1,4,1,96707
4809,2,6,5,20902
4810,1,2,13,80526
4811,1,4,2,01773
4812,1,2,15,25301
4813,2,4,10,46077
4814,1,2,15,80526
4815,2,6,19,04849
4816,2,5,7,04240
4817,1,3,2,20912
4818,2,3,18,91007
4819,1,4,19,17350
4820,1,6,12,04210
4821,1,2,20,75080
4822,2,4,1,01545
4823,1,2,5,46219
4824,1,3,8,55411
4825,1,3,18,94602
4826,1,5,13,55436
4827,1,4,1,13045
4828,2,2,21,60194
4829,1,3,1,20008
4830,1,1,11,55317
4831,2,3,2,04210
4832,1,3,15,17857
4833,1,4,17,81321
4834,2,5,10,03862
4835,1,3,21,14450
4836,2,5,17,04074
4837,1,3,6,46254
4838,1,5,2,48309
4839,2,6,7,95014
4840,2,5,7,63135
4841,1,3,13,94114
4842,2,4,2,23062
4843,1,7,2,04032
4844,1,5,8,03840
4845,2,3,2,55413
4846,2,3,3,90066
4847,1,3,13,94131
4848,2,4,7,54971
4849,2,2,5,44515
4850,2,5,4,44555
4851,1,2,18,44406
4852,1,4,1,42025
4853,1,3,8,55346
4854,2,6,14,03851
4855,1,3,13,90034
4856,1,3,8,94110
4857,1,3,15,23434
4858,1,3,2,04086
4859,2,2,15,50401
4860,1,3,3,60640
4861,1,3,5,04309
4862,1,3,1,94086
4863,2,3,10,84037
4864,1,2,21,63132
4865,2,4,15,02130
4866,1,7,13,04085
4867,1,3,17,04101
4868,1,4,18,03820
4869,2,5,7,04578
4870,2,4,4,04108
4871,1,2,13,04096
4872,1,5,2,03909
4873,1,7,12,13760
4874,2,3,5,70808
4875,1,4,1,97403
4876,2,4,18,98201
4877,1,3,5,94703
4878,1,6,5,94070
4879,1,3,4,60626
4880,2,5,10,95030
4881,1,5,17,55406
4882,1,5,12,03301
4883,2,1,11,02906
4884,1,4,15,90266
4885,1,7,2,23513
4886,2,4,18,92509
4887,1,2,3,19072
4888,2,7,1,08055
4889,1,2,5,63108
4890,2,3,2,79928
4891,1,4,18,94132
4892,1,3,13,55405
4893,1,3,18,48092
4894,1,4,8,14607
4895,2,3,4,52001
4896,1,4,7,84103
4897,1,4,17,16844
4898,1,3,2,27713
4899,1,3,13,94402
4900,1,3,21,33626
4901,1,3,8,11228
4902,1,4,15,84057
4903,1,4,13,95952
4904,1,6,16,63121
4905,2,5,2,60417
4906,1,6,18,49506
4907,2,6,8,55082
4908,1,4,16,85282
4909,2,4,13,94014
4910,1,2,13,84041
4911,2,3,1,55421
4912,2,6,21,98115
4913,2,3,2,97002
4914,2,3,2,02453
4915,1,3,13,91423
4916,1,2,21,85054
4917,1,5,1,27312
4918,2,2,13,84107
4919,1,2,1,84058
4920,1,4,2,02144
4921,2,3,16,92507
4922,1,2,18,98121
4923,1,5,19,99826
4924,2,4,1,99801
4925,2,4,7,55401
4926,1,1,11,55616
4927,1,5,1,97520
4928,2,3,4,92103
4929,1,5,2,63105
4930,1,6,18,63033
4931,1,6,18,90031
4932,1,3,8,63303
4933,1,3,16,94040
4934,2,3,1,55108
4935,1,4,18,62958
4936,2,2,5,63144
4937,1,4,1,02108
4938,2,2,5,55406
4939,1,3,8,63105
4940,2,6,12,94102
4941,1,7,21,44281
4942,1,5,13,40515
4943,2,6,1,55401
4944,1,6,18,14568
4945,1,6,1,62234
4946,2,4,2,91106
4947,1,4,18,90035
4948,1,5,3,94618
4949,1,2,5,55104
4950,1,3,17,55421
4951,2,4,18,90291
4952,2,3,15,48067
4953,1,4,13,55082
4954,1,5,1,92679
4955,1,7,14,55804
4956,1,4,16,77007
4957,1,3,3,48197
4958,1,2,8,55403
4959,1,3,18,23454
4960,1,7,2,55116
4961,1,3,8,46220
4962,1,3,7,55439
4963,1,5,18,94931
4964,1,4,1,94110
4965,1,1,11,63123
4966,1,6,15,55407
4967,1,2,5,94708
4968,2,6,21,95404
4969,1,2,20,94111
4970,2,3,13,94526
4971,1,4,8,94086
4972,1,4,1,95118
4973,2,7,3,94970
4974,1,4,21,94131
4975,1,4,1,90065
4976,1,3,12,65775
4977,1,3,5,92507
4978,1,4,15,68108
4979,1,4,3,55423
4980,1,3,2,55403
4981,1,6,2,55406
4982,1,3,13,63043
4983,2,5,17,55116
4984,1,4,1,55405
4985,1,4,1,29063
4986,1,2,13,55401
4987,2,7,9,90210
4988,1,3,18,55105
4989,1,3,1,55121
4990,2,3,5,55407
4991,2,7,15,91791
4992,2,3,3,55106
4993,1,5,18,54022
4994,1,5,18,56001
4995,1,6,21,55419
4996,1,4,8,94550
4997,1,1,11,90210
4998,2,2,5,48433
4999,2,7,14,92407
5000,1,3,5,46254
5001,2,3,3,63119
5002,1,3,18,90505
5003,1,4,13,49508
5004,2,7,2,90402
5005,1,5,17,92807
5006,1,4,4,48827
5007,2,2,5,91030
5008,1,3,21,60615
5009,2,5,17,65441
5010,1,5,16,63119
5011,1,2,5,64154
5012,1,6,16,48103
5013,1,2,5,26241
5014,1,5,1,92626
5015,1,4,7,92672
5016,2,4,2,89447
5017,1,4,13,91104
5018,2,7,13,90290
5019,1,3,8,10025
5020,2,7,14,90241
5021,1,6,7,90504
5022,1,4,8,91001
5023,1,4,21,91505
5024,2,5,2,14618
5025,1,3,21,60615
5026,1,3,18,92584
5027,2,3,15,05345
5028,1,3,13,92404
5029,1,3,5,70115
5030,1,2,2,70006
5031,2,3,5,89431
5032,1,2,18,02139
5033,2,7,14,60506
5034,2,3,16,62901
5035,2,3,18,19810
5036,1,4,8,14850
5037,1,4,13,11375
5038,1,3,21,10010
5039,2,4,5,97068
5040,1,5,13,44312
5041,2,5,7,60031
5042,2,2,3,55408
5043,2,2,7,92145
5044,2,4,7,23507
5045,1,4,1,43081
5046,1,3,17,60614
5047,1,5,7,23452
5048,2,4,8,30350
5049,1,3,13,60613
5050,2,2,5,11024
5051,2,6,8,11771
5052,1,4,17,02536
5053,1,3,5,84111
5054,1,4,3,20818
5055,2,4,17,97330
5056,1,5,2,16673
5057,1,6,8,84093
5058,1,7,18,84121
5059,1,5,17,22652
5060,1,5,18,84109
5061,2,2,20,05070
5062,1,6,17,65401
5063,2,1,11,22801
5064,1,2,5,43215
5065,1,3,15,28715
5066,2,3,2,23603
5067,1,7,14,97520
5068,1,4,8,19004
5069,2,7,1,95062
5070,1,3,3,55344
5071,2,3,8,75093
5072,1,5,18,97330
5073,1,7,3,93950
5074,1,1,1,20132
5075,1,6,7,97470
5076,1,3,4,19147
5077,1,3,3,20037
5078,1,5,8,19067
5079,1,3,5,70003
5080,2,6,13,95472
5081,2,2,5,19102
5082,1,4,2,23185
5083,1,3,5,16803
5084,1,2,5,10013
5085,1,7,18,75225
5086,1,3,2,23462
5087,2,3,7,19102
5088,1,3,18,38111
5089,2,4,17,77027
5090,2,4,20,75069
5091,1,3,18,19810
5092,1,7,15,18954
5093,1,6,8,19047
5094,1,2,11,67206
5095,2,4,2,23508
5096,1,3,12,75206
5097,1,7,17,19131
5098,1,6,8,19380
5099,1,2,1,02780
5100,1,6,7,19312
5101,1,3,1,90069
5102,1,3,13,90240
5103,2,4,17,78222
5104,1,4,21,19108
5105,1,6,8,18977
5106,2,4,2,19348
5107,2,5,1,08081
5108,2,3,10,93940
5109,2,5,7,19802
5110,1,4,16,78250
5111,1,4,3,78006
5112,1,4,14,89128
5113,1,3,1,55408
5114,2,1,11,22932
5115,1,7,13,02143
5116,1,4,7,95521
5117,2,3,1,70118
5118,1,1,11,95123
5119,2,3,1,10011
5120,1,6,8,80302
5121,1,3,8,91608
5122,1,3,1,20009
5123,1,6,13,34761
5124,1,4,3,20818
5125,1,5,1,10016
5126,1,3,12,02453
5127,1,5,6,98502
5128,1,6,8,94709
5129,1,5,18,40515
5130,2,6,2,33149
5131,2,3,2,77707
5132,1,4,8,77565
5133,1,2,12,10028
5134,1,3,18,95014
5135,1,4,8,64055
5136,1,3,13,91106
5137,1,2,19,65265
5138,1,3,18,35205
5139,1,6,17,12866
5140,1,3,7,35205
5141,1,2,18,55423
5142,1,3,2,92101
5143,1,2,5,44502
5144,2,6,1,66762
5145,1,4,8,77565
5146,1,7,2,04240
5147,1,2,1,48314
5148,1,3,21,98101
5149,1,4,2,10012
5150,1,3,4,98034
5151,1,2,20,30662
5152,2,3,5,44406
5153,1,3,8,60046
5154,1,3,17,20007
5155,1,3,17,33301
5156,1,2,15,10024
5157,1,4,2,74012
5158,2,2,5,44509
5159,1,4,8,37027
5160,2,2,5,90066
5161,1,3,5,30052
5162,1,3,18,94043
5163,1,5,7,53216
5164,2,4,18,91107
5165,1,4,7,91103
5166,1,6,7,42420
5167,1,2,16,06114
5168,1,4,8,01720
5169,2,6,5,53562
5170,1,2,5,63141
5171,1,7,18,92009
5172,2,4,12,05602
5173,1,1,11,60423
5174,1,5,2,45208
5175,2,4,10,33445
5176,1,1,11,60423
5177,1,5,15,30005
5178,1,6,1,45420
5179,1,3,13,94110
5180,1,4,12,85044
5181,1,3,8,19003
5182,2,4,8,55441
5183,2,2,21,45202
5184,1,2,21,67212
5185,2,4,5,44485
5186,1,4,13,96555
5187,1,2,17,06510
5188,2,4,10,44406
5189,2,5,8,80304
5190,2,4,1,85024
5191,2,3,5,55455
5192,1,3,8,80303
5193,1,4,13,14619
5194,1,3,8,55409
5195,1,4,8,80304
5196,1,7,8,20814
5197,2,7,4,75001
5198,2,2,5,55118
5199,2,3,2,35243
5200,2,4,16,43065
5201,1,6,8,95376
5202,1,2,5,02871
5203,2,5,7,01545
5204,1,6,14,56342
5205,1,3,2,02908
5206,1,4,8,91302
5207,1,3,1,98102
5208,1,3,5,55455
5209,1,6,2,46077
5210,2,4,18,60618
5211,1,3,2,40214
5212,1,2,3,90025
5213,1,2,1,31211
5214,2,4,10,07452
5215,2,7,7,91941
5216,1,2,3,81291
5217,1,3,18,01060
5218,1,2,1,89129
5219,1,2,5,94706
5220,1,3,8,91436
5221,2,7,2,96734
5222,1,3,13,94501
5223,1,7,11,11361
5224,1,4,2,10016
5225,1,2,5,55120
5226,1,4,1,98122
5227,1,2,11,64050
5228,1,1,1,75070
5229,1,3,1,60173
5230,1,3,13,91104
5231,1,4,8,92506
5232,1,3,5,14607
5233,1,3,6,97213
5234,2,3,1,60657
5235,1,3,5,14607
5236,1,3,15,46268
5237,1,3,8,55441
5238,2,6,17,07462
5239,1,4,8,07043
5240,2,3,1,94104
5241,2,3,5,02138
5242,1,3,2,14608
5243,1,1,11,54220
5244,1,2,5,01095
5245,2,5,2,27615
5246,2,2,1,64030
5247,2,1,11,01915
5248,2,5,15,22206
5249,2,5,15,75006
5250,1,6,7,01545
5251,2,3,18,97330
5252,1,3,21,60622
5253,2,7,14,02838
5254,1,2,5,32606
5255,1,1,11,55305
5256,1,3,17,30269
5257,2,3,3,10019
5258,1,4,5,58369
5259,1,3,7,94404
5260,1,4,8,78705
5261,1,4,13,10025
5262,2,3,15,46220
5263,1,4,8,40601
5264,1,2,5,15217
5265,1,5,2,97405
5266,1,4,2,42718
5267,1,4,8,20191
5268,2,3,3,68502
5269,1,2,1,37211
5270,1,3,13,87571
5271,2,3,1,94110
5272,1,3,8,90210
5273,1,7,21,91030
5274,1,3,1,60611
5275,1,3,18,60611
5276,2,3,5,91740
5277,1,3,21,91740
5278,2,3,8,55122
5279,2,3,15,55418
5280,1,2,5,12604
5281,1,3,3,90210
5282,2,2,5,63146
5283,1,2,3,63138
5284,1,3,17,55426
5285,1,2,5,55410
5286,1,5,17,97068
5287,1,3,9,85203
5288,1,7,14,94114
5289,1,5,3,94102
5290,2,2,5,60613
5291,1,5,2,44406
5292,1,3,1,97401
5293,1,3,13,95030
5294,1,3,3,60626
5295,1,4,8,55124
5296,2,1,1,27245
5297,1,3,13,19067
5298,1,4,18,55126
5299,1,3,3,43202
5300,1,3,21,94111
5301,1,3,18,00693
5302,2,1,11,02332
5303,2,7,7,45504
5304,2,4,10,55410
5305,2,2,5,95602
5306,2,3,18,92121
5307,1,3,6,85281
5308,1,7,8,27410
5309,1,3,1,02478
5310,2,7,2,60605
5311,1,6,1,62025
5312,1,3,2,10463
5313,1,7,1,55406
5314,2,3,1,94107
5315,1,3,13,22903
5316,1,2,5,55104
5317,2,3,1,02138
5318,1,2,18,98122
5319,1,2,18,94941
5320,2,2,6,43201
5321,1,3,5,02457
5322,1,4,18,97330
5323,1,3,21,94122
5324,1,3,8,02150
5325,2,6,8,86001
5326,1,3,3,55408
5327,1,3,8,55408
5328,2,3,5,91740
5329,2,3,6,91773
5330,2,3,1,19143
5331,1,4,15,06880
5332,1,2,5,30332
5333,2,3,8,02332
5334,2,7,14,46140
5335,1,3,15,75093
5336,1,7,8,75041
5337,2,4,4,02725
5338,1,3,18,27609
5339,1,2,18,60193
5340,2,6,4,95032
5341,2,3,4,85018
5342,2,4,8,22039
5343,2,3,10,60201
5344,2,6,2,98177
5345,2,3,18,80003
5346,2,3,4,97330
5347,1,3,7,53705
5348,1,2,6,55414
5349,2,6,3,97424
5350,1,2,6,55344
5351,2,5,2,85259
5352,2,4,6,55306
5353,1,3,7,77030
5354,2,5,4,78759
5355,1,7,1,78232
5356,1,5,1,78703
5357,2,2,21,60123
5358,1,4,8,10625
5359,1,2,17,27705
5360,1,2,13,43650
5361,2,6,17,92026
5362,1,4,14,63130
5363,1,7,14,30673
5364,2,3,4,55408
5365,1,2,13,90250
5366,1,2,13,90045
5367,1,2,5,55344
5368,2,3,18,20120
5369,1,3,16,02139
5370,1,3,13,98074
5371,1,3,12,55408
5372,1,3,5,10549
5373,1,2,13,55112
5374,1,4,8,38018
5375,1,3,1,02131
5376,1,3,18,94538
5377,2,2,4,10017
5378,1,4,19,10463
5379,1,3,8,84095
5380,1,2,5,01125
5381,1,3,15,10009
5382,1,2,5,07461
5383,1,4,2,55430
5384,2,3,4,94117
5385,1,3,13,85226
5386,1,3,15,60045
5387,2,3,2,45056
5388,2,2,5,10580
5389,1,5,8,01905
5390,1,1,1,78130
5391,1,3,8,10016
5392,1,6,2,98112
5393,1,4,8,10471
5394,1,2,1,60618
5395,1,6,2,13224
5396,1,3,7,89118
5397,1,2,1,60451
5398,1,7,18,71301
5399,1,3,2,12553
5400,2,2,5,30010
5401,2,2,2,20003
5402,2,3,1,30102
5403,1,1,11,59801
5404,1,3,1,30068
5405,2,6,8,12866
5406,2,4,1,49504
5407,2,4,18,30096
5408,1,3,21,11230
5409,1,5,2,60091
5410,2,5,3,21212
5411,2,1,20,14850
5412,1,3,13,97330
5413,1,4,2,59801
5414,1,1,11,07652
5415,2,3,8,03862
5416,2,3,6,01801
5417,1,2,18,19030
5418,2,3,1,53589
5419,2,2,13,05055
5420,2,1,20,14850
5421,1,4,18,22030
5422,1,6,8,94114
5423,2,6,6,60714
5424,2,4,3,80012
5425,1,2,5,53211
5426,1,3,15,95821
5427,1,4,20,11201
5428,2,3,7,28412
5429,2,3,2,02460
5430,2,5,2,26505
5431,1,7,2,19026
5432,1,7,14,01742
5433,2,4,18,45014
5434,2,3,8,60618
5435,1,5,19,02557
5436,1,2,5,90024
5437,1,3,12,55426
5438,1,3,15,60048
5439,1,7,14,19119
5440,2,5,3,37923
5441,1,6,8,95762
5442,1,3,8,63110
5443,1,3,13,01915
5444,2,2,5,55449
5445,1,3,1,43223
5446,2,6,2,65203
5447,1,5,3,60626
5448,1,5,20,60626
5449,1,2,13,01702
5450,1,2,13,02143
5451,2,3,2,98115
5452,1,4,7,10011
5453,1,2,5,30305
5454,1,4,8,10001
5455,2,2,18,55449
5456,1,4,2,32312
5457,1,2,13,55405
5458,2,2,3,98102
5459,2,1,11,99016
5460,1,2,5,02143
5461,1,6,1,94025
5462,1,3,18,89103
5463,1,4,1,53202
5464,1,4,8,77079
5465,2,3,1,10019
5466,1,3,13,98033
5467,1,4,1,63366
5468,1,3,13,94618
5469,1,4,13,20171
5470,1,7,8,20003
5471,1,2,8,10016
5472,1,4,2,27909
5473,1,3,2,20120
5474,1,3,13,20009
5475,1,3,5,94110
5476,2,4,1,20037
5477,1,4,2,55343
5478,1,4,8,02766
5479,1,4,2,50014
5480,2,3,15,07030
5481,1,5,13,55449
5482,1,2,8,10014
5483,2,3,7,15202
5484,1,5,18,21742
5485,1,3,5,08544
5486,1,3,1,17821
5487,1,3,18,95136
5488,1,3,16,91125
5489,1,2,8,94104
5490,1,5,18,80907
5491,1,2,8,10016
5492,1,2,5,55104
5493,1,4,13,96797
5494,2,4,18,94306
5495,2,2,5,95076
5496,1,3,8,90069
5497,1,3,5,60201
5498,2,6,2,62901
5499,2,3,20,60201
5500,2,4,21,14850
5501,1,3,3,33334
5502,1,3,3,66044
5503,2,3,10,55409
5504,1,5,8,85287
5505,2,3,5,02141
5506,2,2,15,60610
5507,1,5,8,44325
5508,1,3,21,94519
5509,1,3,1,11215
5510,1,2,5,19100
5511,1,5,2,92407
5512,2,3,18,01701
5513,1,4,2,91768
5514,2,1,11,76501
5515,1,2,5,16101
5516,2,6,17,98257
5517,1,7,1,80210
5518,1,6,18,78666
5519,1,4,16,33167
5520,1,5,2,18901
5521,2,3,7,02118
5522,1,3,15,02460
5523,1,4,1,60187
5524,2,1,11,26505
5525,2,1,11,55311
5526,2,4,3,27514
5527,1,3,2,70803
5528,1,6,2,45840
5529,1,2,7,05273
5530,2,2,5,63141
5531,1,6,18,09056
5532,1,3,18,27408
5533,2,6,3,10025
5534,1,5,17,30102
5535,1,3,16,94538
5536,1,3,17,67204
5537,2,7,2,10543
5538,1,5,13,55102
5539,2,3,21,91403
5540,1,4,2,19149
5541,1,7,8,93924
5542,1,5,8,11576
5543,1,3,18,97401
5544,1,3,16,08876
5545,2,4,17,98072
5546,1,2,15,26301
5547,2,2,5,10025
5548,2,2,5,02138
5549,2,6,10,76034
5550,1,4,16,48187
5551,2,4,21,98103
5552,1,6,8,23233
5553,1,4,4,29425
5554,1,3,2,92116
5555,1,1,11,37830
5556,1,5,7,92103
5557,1,4,15,33701
5558,1,1,11,02446
5559,1,6,2,77706
5560,2,4,18,98036
5561,2,3,4,74075
5562,2,4,2,54650
5563,2,3,8,11753
5564,1,5,21,02446
5565,1,2,18,02114
5566,1,4,8,20901
5567,1,6,4,78704
5568,1,2,5,49841
5569,2,2,2,07666
5570,1,3,2,07666
5571,2,3,10,07307
5572,2,3,5,63119
5573,2,4,2,14619
5574,1,3,1,20878
5575,1,4,8,19808
5576,1,3,5,55369
5577,1,6,2,12970
5578,2,2,2,02109
5579,2,4,8,07039
5580,1,5,8,01581
5581,1,3,1,10016
5582,1,5,2,50011
5583,1,7,16,37830
5584,2,6,1,10016
5585,1,3,5,10016
5586,1,4,21,94107
5587,1,3,18,22041
5588,2,3,21,60640
5589,2,3,1,04101
5590,2,5,13,94117
5591,1,2,1,10009
5592,1,3,2,53706
5593,1,6,17,90210
5594,2,5,1,55419
5595,1,3,21,90027
5596,1,4,13,22201
5597,2,2,5,95008
5598,1,2,5,27607
5599,1,4,8,90020
5600,2,5,1,12833
5601,1,4,2,98225
5602,1,4,1,97212
5603,1,6,8,02461
5604,1,4,16,63117
5605,2,2,3,95008
5606,2,3,15,21046
5607,1,2,5,11209
5608,1,2,4,78722
5609,2,6,2,30602
5610,2,3,2,54880
5611,2,4,8,04015
5612,2,3,2,02148
5613,2,4,1,98622
5614,1,3,1,12833
5615,1,4,8,07028
5616,1,5,2,08840
5617,1,3,15,48336
5618,2,2,5,92612
5619,2,2,5,22310
5620,1,4,15,55330
5621,1,3,8,02135
5622,1,4,16,01775
5623,1,3,12,84109
5624,1,3,8,19380
5625,1,3,2,01760
5626,1,7,17,32043
5627,1,3,1,07040
5628,1,2,5,90024
5629,1,3,15,02465
5630,1,4,18,06854
5631,1,4,13,01944
5632,2,2,5,78628
5633,1,6,2,98262
5634,1,3,15,55406
5635,2,4,10,06854
5636,1,3,8,98102
5637,1,1,11,11102
5638,1,2,2,32601
5639,2,2,5,62025
5640,1,4,18,78765
5641,2,3,18,48473
5642,1,1,11,73013
5643,2,4,2,84108
5644,2,2,5,92833
5645,1,3,3,87123
5646,1,2,5,96744
5647,1,2,2,62522
5648,1,3,18,48473
5649,2,2,5,90025
5650,2,4,13,91104
5651,2,3,7,74105
5652,1,2,1,47901
5653,1,6,2,74105
5654,1,3,5,95616
5655,2,3,7,77054
5656,1,3,16,03755
5657,1,6,15,92026
5658,1,7,1,32043
5659,1,3,1,20874
5660,1,3,3,78722
5661,2,3,16,03255
5662,1,1,11,07960
5663,2,4,21,75093
5664,1,2,5,48363
5665,1,2,5,10461
5666,1,2,17,11209
5667,1,4,8,10009
5668,2,3,4,41030
5669,1,7,2,90024
5670,1,2,5,48109
5671,1,3,2,02146
5672,2,3,5,43212
5673,2,4,2,55417
5674,1,4,8,94306
5675,1,4,15,30030
5676,1,3,21,78746
5677,1,3,2,13210
5678,1,4,18,98103
5679,1,4,3,33020
5680,1,6,21,94117
5681,2,3,8,92122
5682,1,2,1,23455
5683,2,2,10,94538
5684,1,2,17,94110
5685,1,3,18,94117
5686,1,7,17,60610
5687,2,1,1,55403
5688,2,2,5,78666
5689,1,3,1,84119
5690,1,2,5,78666
5691,1,4,15,66013
5692,2,3,8,29615
5693,2,3,5,90034
5694,2,3,13,90640
5695,2,4,4,21221
5696,2,3,15,97367
5697,1,3,1,95826
5698,1,4,15,55418
5699,1,4,16,94706
5700,2,2,15,55426
5701,1,3,8,55311
5702,1,2,1,90034
5703,1,7,2,14068
5704,2,2,5,90024
5705,2,2,5,90024
5706,1,2,18,08550
5707,1,3,13,01060
5708,1,4,2,90034
5709,1,2,5,90024
5710,1,3,16,90034
5711,1,3,8,47714
5712,1,4,2,90024
5713,2,6,8,91362
5714,1,4,3,96753
5715,1,2,5,90024
5716,1,1,11,03756
5717,1,3,1,03766
5718,2,4,15,38018
5719,1,7,8,21773
5720,1,3,1,60610
5721,1,5,12,90046
5722,1,3,21,48103
5723,1,2,13,55057
5724,1,3,16,94102
5725,1,2,3,10018
5726,1,3,2,77845
5727,1,3,5,92843
5728,2,4,21,09824
5729,1,2,11,99016
5730,1,2,1,94111
5731,2,3,12,10022
5732,2,3,12,02111
5733,1,3,5,48109
5734,2,3,15,10022
5735,1,3,7,19342
5736,1,3,2,08904
5737,1,5,16,93555
5738,1,3,13,55406
5739,1,3,8,90212
5740,1,3,2,60613
5741,1,6,14,60622
5742,2,3,13,20850
5743,2,4,1,55442
5744,2,3,5,66044
5745,2,2,5,90024
5746,1,2,16,94061
5747,1,3,1,03755
5748,1,3,1,92155
5749,1,3,3,94117
5750,1,2,2,04101
5751,2,1,1,14167
5752,2,7,1,14850
5753,1,2,18,78758
5754,2,2,2,60640
5755,2,4,3,78744
5756,2,1,11,98110
5757,1,1,11,05667
5758,2,6,2,29642
5759,2,3,2,08904
5760,1,2,13,10549
5761,1,3,21,90048
5762,2,4,7,55125
5763,2,3,2,08904
5764,2,6,13,77098
5765,1,3,12,44515
5766,1,7,15,96744
5767,1,3,3,75287
5768,2,1,8,20852
5769,1,5,15,05602
5770,1,3,1,80231
5771,1,3,8,95616
5772,1,4,8,16365
5773,1,3,7,89123
5774,1,2,5,94118
5775,1,3,12,10024
5776,1,2,13,97205
5777,1,1,1,05667
5778,1,4,13,85257
5779,1,3,6,10011
5780,1,2,18,92886
5781,1,3,3,11106
5782,2,4,1,55459
5783,2,5,2,92106
5784,1,2,11,56137
5785,2,3,8,60607
5786,1,3,7,53211
5787,1,3,21,90802
5788,1,3,1,92646
5789,1,3,18,91107
5790,2,4,1,55303
5791,1,2,5,44074
5792,1,3,18,43201
5793,1,3,3,91602
5794,1,4,18,53703
5795,1,3,2,92688
5796,2,3,8,10003
5797,1,3,8,78757
5798,1,4,1,80027
5799,1,3,6,80916
5800,1,4,19,90804
5801,1,3,17,04103
5802,2,3,1,98105
5803,1,1,11,01597
5804,2,4,8,94306
5805,2,3,1,90802
5806,2,6,2,08826
5807,1,4,8,01940
5808,2,3,8,37206
5809,1,3,8,37206
5810,1,6,17,95070
5811,1,2,5,60202
5812,2,3,8,92120
5813,1,3,8,94117
5814,1,3,1,91403
5815,1,3,21,90048
5816,1,3,1,70119
5817,1,3,18,33028
5818,1,3,5,92821
5819,1,6,7,70808
5820,1,5,1,43615
5821,1,3,16,02139
5822,2,4,5,78212
5823,1,3,13,02144
5824,1,2,13,18052
5825,2,3,5,43201
5826,1,2,5,60201
5827,1,3,3,55118
5828,1,3,18,90048
5829,2,3,5,78223
5830,2,2,5,78209
5831,1,3,2,92120
5832,2,3,1,78240
5833,2,4,1,78253
5834,1,7,17,92106
5835,2,4,1,55406
5836,1,3,1,91604
5837,1,3,8,60607
5838,2,5,8,02038
5839,1,3,2,27106
5840,2,1,1,44260
5841,2,4,8,10024
5842,1,3,5,43201
5843,1,4,2,83301
5844,2,1,11,02131
5845,2,3,4,79411
5846,1,5,17,78204
5847,2,2,5,02464
5848,1,6,21,20009
5849,1,4,18,97124
5850,2,3,8,78230
5851,2,2,21,55410
5852,2,3,2,94044
5853,1,6,20,13903
5854,1,5,8,33135
5855,1,6,8,19462
5856,2,3,8,78232
5857,2,5,3,43229
5858,1,3,5,01002
5859,1,3,8,89117
5860,2,3,5,91428
5861,2,6,2,98499
5862,2,3,10,76120
5863,2,3,15,89511
5864,2,6,2,28043
5865,1,3,18,95926
5866,2,3,7,06114
5867,2,5,4,91306
5868,1,4,15,85331
5869,2,3,8,19103
5870,1,3,15,98109
5871,2,3,5,01002
5872,1,3,18,61265
5873,1,2,13,10021
5874,1,3,5,01002
5875,1,3,5,19103
5876,1,6,8,30066
5877,1,2,13,02138
5878,2,3,1,60640
5879,1,4,8,02135
5880,1,3,2,08904
5881,1,4,18,30303
5882,1,4,8,60510
5883,2,2,1,02138
5884,1,2,5,20057
5885,1,3,2,96930
5886,1,3,21,02139
5887,2,4,21,61821
5888,1,3,21,64114
5889,1,6,21,06033
5890,1,4,21,77008
5891,1,2,5,55404
5892,1,5,3,10920
5893,1,3,8,02139
5894,1,4,1,70748
5895,1,3,2,43026
5896,1,3,1,60657
5897,1,3,21,02152
5898,2,2,1,02143
5899,1,4,18,30024
5900,1,3,8,60628
5901,2,4,8,92075
5902,1,6,17,77079
5903,1,3,12,06851
5904,2,5,13,95402
5905,2,4,21,78006
5906,2,2,5,19803
5907,1,3,3,11217
